1,60,2
4,79,2
16,72,2
16,74,2
1,61,2
16,65,2
1,53,2
0,69,2
0,71,2
0,59,2
16,76,2
4,84,2
1,81,2
16,86,2
0,76,2
0,68,2
0,65,2
0,70,2
16,89,2
5,76,2
0,71,2
0,75,2
0,78,2
1,77,2
0,74,2
1,76,2
16,95,2
16,90,2
1,73,2
1,65,2
0,76,2
16,81,2
16,73,2
0,57,2
4,93,2
16,89,2
17,86,2
5,86,2
16,93,1
16,87,2
4,94,2
1,70,2
0,74,2
0,82,2
0,75,2
0,80,2
16,83,2
0,85,2
0,56,2
1,70,2
1,81,2
5,84,1
16,88,2
4,83,2
16,85,2
1,75,2
0,83,2
0,57,2
1,78,2
16,87,2
1,85,2
0,54,2
0,79,2
0,67,2
1,70,2
16,87,2
1,66,2
16,81,2
16,74,2
1,67,2
16,78,2
0,79,2
0,80,2
0,91,2
4,88,2
1,54,2
16,58,2
4,84,2
16,96,2
16,77,2
1,74,2
4,67,2
4,78,2
0,86,2
4,84,2
16,93,2
16,89,2
16,70,2
5,81,2
0,60,2
0,55,2
0,79,2
4,87,2
1,64,2
16,92,2
0,83,2
0,59,2
16,88,2
16,88,2
1,50,2
16,80,2
1,82,2
0,90,2
0,78,2
16,71,1
16,77,2
4,79,2
4,61,2
16,67,1
20,89,2
17,87,2
5,86,2
16,77,1
17,89,2
0,73,2
1,62,2
16,81,2
0,88,2
0,82,2
1,58,1
17,66,2
4,68,2
0,84,2
0,68,2
4,80,2
16,92,2
16,73,2
16,88,2
0,64,2
0,63,2
0,86,2
16,96,2
16,85,2
4,52,2
20,82,2
1,68,2
5,60,1
0,65,2
0,69,2
0,70,2
16,89,1
16,89,2
16,86,2
0,64,2
0,72,2
0,55,2
0,65,2
1,58,2
16,81,2
4,77,2
16,88,2
1,55,2
0,74,2
1,60,2
16,92,2
0,67,2
16,69,2
16,84,2
16,84,2
16,93,1
1,76,2
16,85,2
1,82,2
1,65,2
0,85,2
5,68,2
0,90,2
16,68,2
16,85,2
16,84,2
1,82,2
1,55,2
16,90,2
16,83,2
16,77,1
16,86,2
0,71,2
0,73,2
16,81,2
4,75,2
1,80,1
4,64,2
16,72,2
16,75,2
21,94,2
4,59,2
1,68,2
16,81,2
16,69,2
0,69,2
0,94,1
0,72,2
0,81,2
16,82,2
16,87,2
16,61,2
1,79,2
1,84,2
5,79,2
4,80,2
16,83,2
1,82,2
5,80,2
16,92,2
4,77,2
0,80,2
0,59,2
0,82,2
0,73,2
0,57,2
0,58,2
16,73,2
0,67,2
1,82,2
0,71,2
0,88,2
0,63,2
4,68,2
16,71,2
16,83,2
16,87,1
0,75,2
0,77,1
12,83,2
1,71,2
16,79,2
16,76,2
1,79,2
0,31,2
1,69,2
1,61,2
16,72,2
0,72,2
0,72,1
1,90,2
16,78,2
1,63,2
0,90,2
16,86,1
20,68,2
16,85,2
16,87,2
0,82,2
0,66,2
16,75,2
16,86,2
16,78,2
16,58,2
1,45,2
16,91,2
0,62,2
0,64,2
0,84,2
0,87,2
0,57,2
17,91,2
16,85,2
1,85,2
0,81,2
0,76,2
16,94,2
0,58,2
0,47,2
1,68,2
1,57,2
1,85,2
16,72,2
16,82,2
1,69,2
1,62,2
0,68,2
0,74,1
0,91,2
0,83,2
16,73,2
16,77,2
1,91,2
0,75,2
16,80,2
1,80,2
16,66,1
4,70,2
5,56,2
1,79,2
4,87,2
1,73,2
16,91,2
16,62,2
16,82,2
16,67,2
16,95,2
1,67,2
17,90,2
0,84,2
0,67,2
0,78,2
0,88,1
0,84,2
0,48,2
0,66,2
1,59,2
0,61,2
0,71,2
0,81,2
0,63,2
16,70,2
20,88,2
16,81,2
16,97,2
16,89,2
20,48,2
1,78,2
16,82,2
5,102,2
0,85,2
4,84,2
1,68,2
1,48,2
5,87,2
0,72,2
0,70,2
0,72,2
16,92,2
16,73,2
0,82,2
0,66,2
1,76,2
17,51,2
5,77,2
0,68,2
0,74,2
0,67,2
1,85,2
16,95,2
1,73,2
16,88,2
1,90,2
16,90,2
5,51,2
0,74,2
4,61,2
20,98,2
16,89,2
20,86,2
0,64,2
0,89,2
1,50,2
16,86,2
5,57,2
1,79,2
1,64,2
1,66,2
1,78,2
21,77,2
1,69,2
16,83,2
1,96,2
16,92,2
0,81,2
0,78,2
0,59,2
0,88,2
12,77,2
1,73,2
20,88,2
16,86,2
16,70,2
16,45,1
16,93,2
16,78,2
0,79,2
16,87,2
1,69,2
16,88,2
0,84,2
0,68,2
21,84,2
1,80,2
8,58,1
16,76,2
5,55,1
0,72,2
16,83,1
0,70,1
0,82,2
1,68,2
1,71,2
5,85,1
16,86,2
5,73,2
1,85,2
1,65,2
16,59,2
0,67,2
0,84,2
0,69,2
0,74,2
1,78,2
1,72,2
0,70,2
16,80,1
1,54,2
16,81,2
16,71,2
1,73,2
0,59,2
0,77,2
0,79,2
1,85,2
1,60,2
0,74,2
0,70,2
0,92,2
0,77,2
1,65,2
1,70,2
16,88,2
16,91,2
1,82,2
16,94,2
5,64,2
0,75,2
0,74,2
0,68,2
1,84,2
0,65,2
16,79,2
1,71,2
0,57,2
1,58,2
1,77,2
16,89,2
16,89,2
16,79,2
5,74,2
1,67,2
13,80,2
16,96,2
0,65,2
0,73,1
0,68,2
1,75,2
0,90,2
0,58,2
16,74,2
0,75,2
16,93,2
0,68,2
0,67,2
0,58,2
16,83,2
16,85,2
0,80,2
0,77,2
0,88,2
0,70,2
16,72,2
1,89,2
16,89,2
16,88,2
20,71,2
16,98,1
17,88,2
16,87,2
16,84,2
16,74,2
0,67,2
0,80,2
0,70,2
0,77,2
0,68,2
16,76,2
1,96,2
4,58,2
16,77,2
4,79,2
16,70,1
16,55,2
0,48,2
0,66,1
16,69,2
1,46,2
1,72,2
4,57,2
16,91,2
4,72,2
16,68,2
16,85,2
16,94,2
16,96,2
1,90,2
4,86,1
0,63,2
0,66,2
1,75,2
16,92,2
16,85,2
0,77,2
0,86,2
0,58,2
0,78,2
16,86,2
0,66,2
4,66,2
16,81,2
1,74,2
0,66,2
0,73,2
16,85,2
4,79,2
1,72,2
5,89,2
8,68,2
16,83,2
16,79,2
16,93,1
16,93,2
5,82,1
16,90,2
16,81,2
16,64,2
16,92,1
16,65,2
1,83,2
0,73,2
0,73,2
0,77,2
16,96,2
1,78,2
16,87,2
5,78,2
1,82,2
4,70,2
16,87,2
0,77,2
0,63,2
4,48,1
0,80,2
0,61,2
0,78,2
16,80,2
1,88,2
16,91,2
4,65,2
1,79,2
4,69,2
0,91,2
0,74,2
4,87,2
0,76,1
16,94,2
1,70,2
16,80,2
5,65,2
16,86,1
1,83,2
0,78,2
1,56,1
0,86,1
0,71,2
16,79,2
20,85,2
16,69,2
16,80,2
20,67,2
9,57,2
1,70,2
1,63,2
5,75,2
16,75,2
1,63,2
5,82,2
1,64,2
0,73,2
0,76,2
0,76,2
21,71,2
16,92,2
4,92,2
4,87,2
1,69,2
16,82,2
0,69,2
0,62,2
16,67,2
16,81,2
1,53,2
0,70,2
1,57,2
0,66,2
0,91,2
0,67,2
16,61,2
0,61,2
0,70,2
0,69,2
4,71,2
4,67,2
16,73,2
0,85,2
0,71,2
16,88,2
16,77,2
0,67,2
0,55,2
0,66,2
1,62,2
1,75,2
0,66,2
16,65,2
0,73,2
0,84,2
0,91,2
0,74,2
16,80,2
5,63,2
16,79,1
0,75,2
1,67,2
16,80,2
16,90,2
1,89,2
1,70,2
1,84,2
0,68,2
0,66,2
0,67,2
0,67,2
0,59,2
16,93,2
16,87,2
16,85,2
1,57,2
20,91,2
4,85,2
1,82,1
16,86,2
0,74,2
0,55,2
0,6,2
0,65,2
1,90,2
1,81,2
1,98,2
16,80,2
1,75,2
0,57,2
16,73,2
0,57,2
16,89,2
4,90,2
1,72,2
20,89,2
1,67,2
16,66,2
1,49,2
1,75,2
16,88,2
0,72,2
16,93,2
0,58,2
5,81,2
16,77,2
5,66,2
0,75,2
1,79,1
0,71,2
16,73,2
0,90,2
0,87,2
16,91,2
17,79,2
17,67,2
0,65,2
0,87,2
0,73,2
16,74,1
1,80,2
16,79,2
4,80,2
0,73,2
16,53,2
0,75,2
1,60,2
16,83,2
1,61,2
0,63,2
1,51,2
0,70,2
0,74,1
4,72,2
16,38,2
0,72,2
0,86,2
0,86,1
0,89,2
16,56,2
1,64,2
16,95,2
0,55,2
0,60,2
1,54,2
5,55,2
1,80,2
0,76,2
0,78,2
0,61,2
0,68,2
1,79,2
0,86,2
0,70,2
16,81,2
8,67,2
0,69,2
0,76,2
0,85,1
0,82,2
17,80,2
16,95,2
1,62,1
16,67,2
16,80,2
16,92,2
1,63,2
16,68,2
0,71,2
0,73,2
0,62,2
0,62,2
0,82,2
1,76,2
1,79,2
16,91,2
0,67,2
16,78,2
1,74,2
20,81,1
5,70,2
16,86,2
0,78,2
0,60,2
4,79,2
0,61,2
16,89,2
16,82,2
17,81,2
4,76,2
4,77,2
0,78,2
16,91,2
1,70,1
17,99,2
5,74,2
16,98,2
16,64,2
0,66,2
16,62,2
16,87,2
1,80,2
21,93,2
1,52,2
1,84,2
5,84,2
16,83,2
1,56,2
16,92,2
16,88,2
16,89,2
1,48,2
4,76,2
16,82,2
16,51,2
16,93,2
21,81,1
0,83,2
0,72,2
0,67,1
0,72,2
0,79,2
16,85,2
16,84,2
16,84,2
1,81,2
1,71,2
21,59,2
0,61,2
0,75,2
16,87,1
16,66,2
1,84,2
1,81,2
0,69,2
0,63,2
0,73,2
0,80,2
0,75,2
0,69,2
0,87,2
0,67,2
0,79,2
16,88,2
16,89,1
16,87,2
16,86,2
16,90,2
0,83,2
20,90,2
0,56,2
16,91,2
0,72,2
1,67,2
1,72,2
21,86,2
0,79,2
1,55,2
16,79,2
0,74,2
1,60,2
1,58,2
0,84,2
0,70,2
17,89,2
5,71,2
4,76,2
16,90,2
0,67,2
0,66,2
0,77,1
0,88,2
16,85,2
16,81,2
16,84,2
1,82,2
16,83,2
4,90,2
0,74,2
0,83,2
1,79,2
1,56,2
16,90,2
1,69,2
16,84,2
